deadline_sweep_ms,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
50.0,congested,local_only,usable_output_rate,0.9776000000000001,1.1702778228589004e-16,0.9776000000000001,0.9776000000000001,10
50.0,congested,local_only,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,pct_local_fast,100.0,0.0,100.0,100.0,10
50.0,congested,local_only,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,edge_only,delivered_recall,0.00010379644588045235,0.00020213641362480216,0.0,0.0002378836833602585,10
50.0,congested,edge_only,delivered_safety_recall,9.589467136636948e-05,0.000221960841548956,0.0,0.00023066556085424013,10
50.0,congested,edge_only,delivered_recall_fresh_only,0.7133333333333334,0.06350852961085883,0.64,0.75,3
50.0,congested,edge_only,delivered_safety_recall_fresh_only,0.9230769230769231,0.10878565864408424,0.8461538461538461,1.0,2
50.0,congested,edge_only,deadline_miss_rate,0.99986,0.0002674987019698527,0.99968,1.0,10
50.0,congested,edge_only,p95_latency_ms,95.65503149409781,0.04518006052080524,95.62683649186513,95.6734949955717,10
50.0,congested,edge_only,mean_latency_ms,85.18678738629005,0.011845214803636962,85.17908268265481,85.19284060007195,10
50.0,congested,edge_only,usable_confidence_proxy,0.00012736643314361571,0.000246142406282398,0.0,0.0002930094885826111,10
50.0,congested,edge_only,bandwidth_per_1000_frames_kb,25000.0,0.0,25000.0,25000.0,10
50.0,congested,edge_only,remote_output_share,0.00014000000000000001,0.00026749870196985173,0.0,0.00032,10
50.0,congested,edge_only,usable_output_rate,0.00014000000000000001,0.00026749870196985173,0.0,0.00032,10
50.0,congested,edge_only,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,edge_only,remote_attempt_rate,1.0,0.0,1.0,1.0,10
50.0,congested,edge_only,remote_accept_rate,0.00014000000000000001,0.00026749870196985173,0.0,0.00032,10
50.0,congested,edge_only,pct_local_fast,0.0,0.0,0.0,0.0,10
50.0,congested,edge_only,pct_edge_accurate,100.0,0.0,100.0,100.0,10
50.0,congested,edge_only,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,edge_only,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,delivered_recall,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,delivered_safety_recall,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,delivered_recall_fresh_only,,,,,0
50.0,congested,cloud_only,delivered_safety_recall_fresh_only,,,,,0
50.0,congested,cloud_only,deadline_miss_rate,1.0,0.0,1.0,1.0,10
50.0,congested,cloud_only,p95_latency_ms,95.6734949955717,0.0,95.6734949955717,95.6734949955717,10
50.0,congested,cloud_only,mean_latency_ms,85.19284060007195,0.0,85.19284060007195,85.19284060007195,10
50.0,congested,cloud_only,usable_confidence_proxy,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,bandwidth_per_1000_frames_kb,35000.0,0.0,35000.0,35000.0,10
50.0,congested,cloud_only,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,usable_output_rate,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,remote_attempt_rate,1.0,0.0,1.0,1.0,10
50.0,congested,cloud_only,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,pct_local_fast,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,pct_edge_accurate,100.0,0.0,100.0,100.0,10
50.0,congested,cloud_only,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,cloud_only,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,delivered_recall,0.21823518519988988,0.0007267169570405814,0.217792835684622,0.21865811574104782,10
50.0,congested,dapper,delivered_safety_recall,0.255335949449531,0.0013682341642877063,0.25448069045597566,0.2561036524360193,10
50.0,congested,dapper,delivered_recall_fresh_only,0.6350354857863559,0.0024647172399723167,0.6335153303118899,0.6364223488787925,10
50.0,congested,dapper,delivered_safety_recall_fresh_only,0.7351972882857812,0.003730019331337687,0.7328594492641309,0.7371873659350606,10
50.0,congested,dapper,deadline_miss_rate,0.007139999999999999,0.0002503331114069146,0.006999999999999999,0.00728,10
50.0,congested,dapper,p95_latency_ms,38.55639748420799,0.054935691655738146,38.523197000904474,38.58804597519338,10
50.0,congested,dapper,mean_latency_ms,13.001174654106245,0.01562827634122259,12.991628445573632,13.009947356512237,10
50.0,congested,dapper,usable_confidence_proxy,0.8161955377185345,0.0010686285367787168,0.8155386720569432,0.8167841614635586,10
50.0,congested,dapper,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,usable_output_rate,0.34371999999999997,0.0003425395354310705,0.34352,0.34391999999999995,10
50.0,congested,dapper,reuse_rate,0.6491399999999999,0.00036575644598253894,0.64894,0.6493599999999999,10
50.0,congested,dapper,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,pct_local_fast,0.18600000000000003,0.08113089560840693,0.13999999999999999,0.23400000000000004,10
50.0,congested,dapper,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,dapper,pct_degraded_safe,99.81400000000001,0.0811308956084037,99.76599999999999,99.86,10
50.0,congested,deadline_greedy,delivered_recall,0.6241299751101134,0.0,0.6241299751101134,0.6241299751101134,10
50.0,congested,deadline_greedy,delivered_safety_recall,0.7174829557521651,1.1702778228589004e-16,0.7174829557521651,0.7174829557521651,10
50.0,congested,deadline_greedy,delivered_recall_fresh_only,0.6385726522200994,0.0,0.6385726522200994,0.6385726522200994,10
50.0,congested,deadline_greedy,delivered_safety_recall_fresh_only,0.7348134619297538,0.0,0.7348134619297538,0.7348134619297538,10
50.0,congested,deadline_greedy,deadline_miss_rate,0.0224,0.0,0.0224,0.0224,10
50.0,congested,deadline_greedy,p95_latency_ms,45.673494995571694,7.489778066296963e-15,45.673494995571694,45.673494995571694,10
50.0,congested,deadline_greedy,mean_latency_ms,35.19284060007193,7.489778066296963e-15,35.19284060007193,35.19284060007193,10
50.0,congested,deadline_greedy,usable_confidence_proxy,0.8010538005888461,1.1702778228589004e-16,0.8010538005888461,0.8010538005888461,10
50.0,congested,deadline_greedy,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,remote_output_share,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,usable_output_rate,0.9776000000000001,1.1702778228589004e-16,0.9776000000000001,0.9776000000000001,10
50.0,congested,deadline_greedy,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,remote_attempt_rate,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,remote_accept_rate,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,pct_local_fast,100.0,0.0,100.0,100.0,10
50.0,congested,deadline_greedy,pct_edge_accurate,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,congested,deadline_greedy,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,confidence_deadline,delivered_recall,0.6241299751101134,0.0,0.6241299751101134,0.6241299751101134,10
